"Name","Rarity","Level","Price"
Phylactery of Faithfulness,Common,"9","680 gp"
Banner of the Restful,Uncommon,"9","700 gp"
Crimson Brand,Uncommon,"9","700 gp"
Crimson Fulcrum Lens,Unique,"9","700 gp"
Dreamstone,Uncommon,"9","700 gp"
Elemental Wayfinder (Fire),Uncommon,"9","700 gp"
Erraticannon,Rare,"9","700 gp"
Extending,Common,"9","700 gp"
Eyes of the Eagle,Common,"9","700 gp"
Gloom Blade,Common,"9","700 gp"
Grievous,Common,"9","700 gp"
Growth Gun,Uncommon,"9","700 gp"
Healer's Gloves (Greater),Common,"9","700 gp"
Horn of Blasting,Common,"9","700 gp"
Hunter's Hagbook,Unique,"9","700 gp"
Immovable Arm,Common,"9","700 gp"
Leopard's Armor,Uncommon,"9","700 gp"
Lucky Draw Bandolier,Uncommon,"9","700 gp"
Magic Wand (4th-Level Spell),Common,"9","700 gp"
Mask of the Banshee,Common,"9","700 gp"
Messenger's Ring,Common,"9","700 gp"
Rhino Hide,Common,"9","700 gp"
Screech Shooter,Uncommon,"9","700 gp"
Sonic Tuning Mace,Common,"9","700 gp"
Spangled Rider's Suit,Uncommon,"9","700 gp"
Stole of Civility,Uncommon,"9","700 gp"
Urn of Ashes,Common,"9","700 gp"
Wand of Continuation (3rd-Level Spell),Common,"9","700 gp"
Wand of Manifold Missiles (3rd-Level Spell),Common,"9","700 gp"
Wand of Overflowing Life (3rd-Level Spell),Common,"9","700 gp"
Wand of Thundering Echoes (3rd-Level),Uncommon,"9","700 gp"
Wondrous Figurine (Ruby Hippopotamus),Uncommon,"9","700 gp"
Magnetite Scope,Common,"9","800 gp"
Magnifying Scope (Greater),Common,"9","800 gp"
Skeletal Claw,Uncommon,"9","1,250 gp"
Cloak of Repute (Greater),Common,"9","1,300 gp"
Unmemorable Mantle (Greater),Common,"9","1,300 gp"
Spider Gun (Greater),Uncommon,"9","1,400 gp"
Sailing Ship,Common,"9","2,000 gp"
Clockwork Borer,Rare,"9","2,100 gp"
Clockwork Bumblebee,Rare,"9","2,100 gp"
Whip of Compliance,Uncommon,"9","3,000 gp"
Aluum Charm,Uncommon,"10","0"
Lost Ember,Rare,"10","0"
Addiction Suppressant (Greater),Rare,"10","140 gp"
Bravo's Brew (Moderate),Common,"10","150 gp"
Baleblood Draft,Rare,"10","155 gp"
Replacement Filter (Level 10),Uncommon,"10","155 gp"
Spirit-Sealing Fulu (Greater),Common,"10","155 gp"
Wolfsbane,Common,"10","155 gp"
Antidote (Greater),Common,"10","160 gp"
Antiplague (Greater),Common,"10","160 gp"
Barricade Stone (Cylinder),Uncommon,"10","160 gp"
Binding Snare,Uncommon,"10","160 gp"
Effervescent Decoction,Uncommon,"10","160 gp"
Fearweed,Uncommon,"10","160 gp"
Shadow Essence,Common,"10","160 gp"
Sniper's Bead (Greater),Common,"10","160 gp"
Vanishing Coin,Common,"10","160 gp"
Winterstep Elixir (Moderate),Uncommon,"10","160 gp"
Deathless Light,Uncommon,"10","165 gp"
Burning Badger Guts Snare,Uncommon,"10","170 gp"
Mudrock Snare,Uncommon,"10","170 gp"
Raining Knives Snare,Uncommon,"10","170 gp"
Alchemical Atomizer,Rare,"10","175 gp"
Camp Shroud (Moderate),Uncommon,"10","175 gp"
Firestarter Pellets (Greater),Common,"10","175 gp"
Follypops (Hotpops),Uncommon,"10","175 gp"
Follypops (Rotters),Uncommon,"10","175 gp"
Follypops (Sizzlers),Uncommon,"10","175 gp"
Iron Medallion,Common,"10","175 gp"
Lucky Rabbit's Foot,Uncommon,"10","175 gp"
Mummified Bat,Common,"10","175 gp"
Shockguard Coil,Rare,"10","175 gp"
Anointing Oil (Greater),Uncommon,"10","180 gp"
Flare Beacon (Greater),Uncommon,"10","180 gp"
Honeyscent,Rare,"10","180 gp"
Mistform Elixir (Greater),Common,"10","180 gp"
Mutagenic Renovator,Uncommon,"10","180 gp"
Potion of Resistance (Moderate),Common,"10","180 gp"
Potion of Stable Form,Common,"10","180 gp"
Snagging Hook Snare,Common,"10","180 gp"
Potion of Grounding,Common,"10","185 gp"
Stepping Stone Shot (Greater),Uncommon,"10","185 gp"
Conrasu Coin (Bythos),Uncommon,"10","200 gp"
Eagle-Eye Elixir (Greater),Common,"10","200 gp"
Elemental Gem,Common,"10","200 gp"
Golden Silencer (Greater),Uncommon,"10","200 gp"
Golden-Cased Bullet (Greater),Uncommon,"10","200 gp"
Magnetic Suit (Greater),Common,"10","200 gp"
Overloaded Brain Grenade,Unique,"10","200 gp"
Potion of Annulment (Lesser),Rare,"10","200 gp"
Retrieval Prism (Greater),Common,"10","200 gp"
Olfactory Obfuscator (Greater),Common,"10","225 gp"
Immovable Tripod,Uncommon,"10","700 gp"
Miter of Communion,Uncommon,"10","800 gp"
Choker of Elocution (Greater),Common,"10","850 gp"
Conundrum Spectacles (Greater),Uncommon,"10","850 gp"
Golem Stylus,Uncommon,"10","850 gp"
Grail of Twisted Desires,Unique,"10","850 gp"
Midday Lantern (Moderate),Uncommon,"10","850 gp"
Ring of Lies,Uncommon,"10","850 gp"
Talisman Cord,Uncommon,"10","850 gp"
True Name Amulet (Moderate),Rare,"10","850 gp"
Twilight Lantern (Moderate),Uncommon,"10","850 gp"
Winged Boots,Common,"10","850 gp"
Wovenwood Shield (Moderate),Uncommon,"10","850 gp"
Cold Iron Weapon (Standard-Grade),Common,"10","880 gp (+88 gp per Bulk)"
Explorer's Yurt,Common,"10","880 gp"
Silver Weapon (Standard-Grade),Common,"10","880 gp (+88 gp per Bulk)"
Aeon Stone (Pearlescent Pyramid),Uncommon,"10","900 gp"
Anchoring,Uncommon,"10","900 gp"
Arctic Vigor,Uncommon,"10","900 gp"
Barding of the Zephyr,Common,"10","900 gp"
Book of Lingering Blaze,Common,"10","900 gp"
Clandestine Cloak (Greater),Uncommon,"10","900 gp"
Daredevil Boots,Common,"10","900 gp"
Demon Mask (Greater),Common,"10","900 gp"
Elemental Wayfinder (Water),Uncommon,"10","900 gp"
Endless Grimoire (Greater),Common,"10","900 gp"
Energy Robe (Electricity),Uncommon,"10","900 gp"
Ghastly Cauldron,Uncommon,"10","900 gp"
Maestro's Instrument (Moderate),Common,"10","900 gp"
North Wind's Night Verse,Uncommon,"10","900 gp"
Numerian Steel Breastplate,Rare,"10","900 gp"
Presentable (Greater),Uncommon,"10","900 gp"
Razmiri Wayfinder,Uncommon,"10","900 gp"
Scope of Limning,Common,"10","900 gp"
South Wind's Scorch Song,Uncommon,"10","900 gp"
Staff of Abjuration (Greater),Common,"10","900 gp"
Staff of Conjuration (Greater),Common,"10","900 gp"
Staff of Divination (Greater),Common,"10","900 gp"
Staff of Enchantment (Greater),Common,"10","900 gp"
Staff of Evocation (Greater),Common,"10","900 gp"
Staff of Final Rest (Greater),Uncommon,"10","900 gp"
Staff of Illusion (Greater),Common,"10","900 gp"
Staff of Nature's Vengeance,Common,"10","900 gp"
Staff of Necromancy (Greater),Common,"10","900 gp"
Staff of Providence (Greater),Common,"10","900 gp"
Staff of Transmutation (Greater),Common,"10","900 gp"
Star Chart Tattoo,Rare,"10","900 gp"
Thurible of Revelation (Moderate),Common,"10","900 gp"
Wondrous Figurine (Golden Lions),Common,"10","900 gp"
Ring of Counterspells,Uncommon,"10","925 gp"
Weapon Potency (+2),Common,"10","935 gp"
Fire-Jump Ring,Uncommon,"10","940 gp"
Cloak of the Bat,Common,"10","950 gp"
Codebreaker's Parchment (Greater),Common,"10","950 gp"
Compass of Transpositional Awareness,Rare,"10","950 gp"
Dinosaur Boots,Uncommon,"10","950 gp"
Electric Eelskin,Common,"10","950 gp"
Galvanic Mortal Coil,Rare,"10","970 gp"
Forge Warden,Uncommon,"10","975 gp"
Ring of Energy Resistance (Greater),Common,"10","975 gp"
Cape of the Mountebank,Uncommon,"10","980 gp"
Amaranthine Pavise,Uncommon,"10","1,000 gp"
Blast Foot (Greater),Common,"10","1,000 gp"
Breastplate of Command,Common,"10","1,000 gp"
Dragon's Breath (4th-Level Spell),Uncommon,"10","1,000 gp"
Druid's Vestments,Common,"10","1,000 gp"
Emerald Fulcrum Lens,Unique,"10","1,000 gp"
Exploration Lens (Detecting),Uncommon,"10","1,000 gp"
Handwraps of Mighty Blows (+2 Striking),Common,"10","1,000 gp"
Impactful,Common,"10","1,000 gp"
Invisibility (Greater),Common,"10","1,000 gp"
Magic Weapon (+2 Striking),Common,"10","1,000 gp"
Ring of Wizardry (Type II),Uncommon,"10","1,000 gp"
Scarab Cuirass,Uncommon,"10","1,000 gp"
Serrating,Uncommon,"10","1,000 gp"
Shadow Signet,Common,"10","1,000 gp"
Shining Shield,Uncommon,"10","1,000 gp"
Sisterstone Armor (Standard-Grade),Rare,"10","1,000 gp (plus 100 gp per Bulk)"
Specialist's Ring,Common,"10","1,000 gp"
Stone Circle,Uncommon,"10","1,000 gp"
Sturdy Shield (Moderate),Common,"10","1,000 gp"
Wand of Crackling Lightning (4th-Level Spell),Common,"10","1,000 gp"
Wand of Hopeless Night (4th-Level Spell),Common,"10","1,000 gp"
Wand of Noisome Acid (4th-Level Spell),Uncommon,"10","1,000 gp"
Wand of Teeming Ghosts (4th-Level Spell),Uncommon,"10","1,000 gp"
Wand of Widening (4th-Level Spell),Common,"10","1,000 gp"
Warcaller's Chime of Dread,Uncommon,"10","1,000 gp"
Speedster,Rare,"10","2,900 gp"
Cliff Crawler,Uncommon,"10","3,000 gp"
Galley,Common,"10","3,000 gp"
Sky Chariot, Medium,Uncommon,"10","3,000 gp"
Fiendish Teleportation,Rare,"11","0"
Icy Disposition,Rare,"11","0"
Reaper's Grasp,Unique,"11","0"
Oil of Repulsion,Common,"11","175 gp"
Blightburn Resin,Common,"11","225 gp"
Juxtaposition Ammunition,Uncommon,"11","225 gp"
Toadskin Salve (Major),Uncommon,"11","225 gp"
Hunger Oil,Uncommon,"11","235 gp"
Acid Flask (Greater),Common,"11","250 gp"
Alchemist's Fire (Greater),Common,"11","250 gp"
Big Rock Bullet (Greater),Uncommon,"11","250 gp"
Blight Bomb (Greater),Common,"11","250 gp"
Bloodhound Mask (Greater),Common,"11","250 gp"
Bottled Lightning (Greater),Common,"11","250 gp"
Cryomister (Greater),Uncommon,"11","250 gp"
Frost Vial (Greater),Common,"11","250 gp"
Ghost Charge (Greater),Common,"11","250 gp"
Mud Bomb (Greater),Uncommon,"11","250 gp"
Necrotic Bomb (Greater),Common,"11","250 gp"
Oil of Keen Edges,Uncommon,"11","250 gp"
Pernicious Spore Bomb (Greater),Uncommon,"11","250 gp"
Peshspine Grenade (Greater),Uncommon,"11","250 gp"
Potion of Swimming (Greater),Common,"11","250 gp"
Pyronite,Rare,"11","250 gp"
Redpitch Bomb (Greater),Rare,"11","250 gp"
Sixfingers Elixir (Moderate),Uncommon,"11","250 gp"
Star Grenade (Greater),Uncommon,"11","250 gp"
Tallow Bomb (Greater),Uncommon,"11","250 gp"
Tanglefoot Bag (Greater),Common,"11","250 gp"
Thunderstone (Greater),Common,"11","250 gp"
Twigjack Sack (Greater),Uncommon,"11","250 gp"
Water Bomb (Greater),Uncommon,"11","250 gp"
Junk Bomb (Greater),Uncommon,"11","275 gp"
Pressure Bomb (Greater),Uncommon,"11","275 gp"
Sulfur Bomb (Greater),Uncommon,"11","275 gp"
6th-Level Scroll,Common,"11","300 gp"
Alignment Ampoule (Greater),Uncommon,"11","300 gp"
Bestial Mutagen (Greater),Common,"11","300 gp"
Cognitive Mutagen (Greater),Common,"11","300 gp"
Drakeheart Mutagen (Greater),Common,"11","300 gp"
Dread Ampoule (Greater),Common,"11","300 gp"
Energy Mutagen (Greater),Uncommon,"11","300 gp"
Ghostshot Wrapping,Common,"11","300 gp"
Golden Spur,Uncommon,"11","300 gp"
Juggernaut Mutagen (Greater),Common,"11","300 gp"
Lesser Swapping Stone,Uncommon,"11","300 gp"
Lion Claw,Common,"11","300 gp"
Potion of Disguise (Greater),Uncommon,"11","300 gp"
Quicksilver Mutagen (Greater),Common,"11","300 gp"
Serene Mutagen (Greater),Common,"11","300 gp"
Silencing Shot,Common,"11","300 gp"
Silvertongue Mutagen (Greater),Common,"11","300 gp"
Skeptic's Elixir (Greater),Uncommon,"11","300 gp"
Spellstrike Ammunition (Type V),Common,"11","300 gp"
Vexing Vapor (Greater),Uncommon,"11","300 gp"
War Blood Mutagen (Greater),Uncommon,"11","300 gp"
Necklace of Fireballs IV,Common,"11","700 gp"
Nightmare Cudgel,Uncommon,"11","1,000 gp"
Armor Potency (+2),Common,"11","1,060 gp"
Cassock of Devotion,Common,"11","1,150 gp"
Ring of Maniacal Devices,Common,"11","1,175 gp"
Singing Bowl of the Versatile Stance,Uncommon,"11","1,175 gp"
Bag of Holding (Type III),Common,"11","1,200 gp"
Brooch of Inspiration (Greater),Uncommon,"11","1,200 gp"
Cold Iron Armor (Standard-Grade),Common,"11","1,200 gp (+120 gp per Bulk)"
Crafter's Eyepiece (Greater),Common,"11","1,200 gp"
Envisioning Mask,Common,"11","1,200 gp"
Fulcrum Lattice,Unique,"11","1,200 gp"
Gamepiece Chariot,Rare,"11","1,200 gp"
Guardian Shield,Uncommon,"11","1,200 gp"
Hopeful,Uncommon,"11","1,200 gp"
Implacable,Uncommon,"11","1,200 gp"
Inubrix Armor (Standard-Grade),Rare,"11","1,200 gp (+120 gp per Bulk)"
Quill of Passage,Uncommon,"11","1,200 gp"
Rat-Catcher Trident,Uncommon,"11","1,200 gp"
Ready (Greater),Common,"11","1,200 gp"
Resonating Ammunition,Common,"11","1,200 gp"
Silver Armor (Standard-Grade),Common,"11","1,200 gp (+120 gp per Bulk)"
Sisterstone Weapon (Standard-Grade),Rare,"11","1,200 gp (plus 120 gp per Bulk)"
Spectacles of Understanding (Greater),Uncommon,"11","1,200 gp"
Stoneraiser Javelin,Uncommon,"11","1,200 gp"
Boots of Elvenkind (Greater),Common,"11","1,250 gp"
Ebon Marionette,Uncommon,"11","1,250 gp"
Floating Shield,Uncommon,"11","1,250 gp"
Gloaming Arc,Uncommon,"11","1,250 gp"
Goggles of Night (Greater),Common,"11","1,250 gp"
Gorget of the Primal Roar,Common,"11","1,250 gp"
Insistent Door Knocker (Greater),Common,"11","1,250 gp"
Sealing Chest (Greater),Uncommon,"11","1,250 gp"
Skeleton Key (Greater),Common,"11","1,250 gp"
Spirit-Singer (Incredible),Rare,"11","1,250 gp"
Spore Sap,Uncommon,"11","1,250 gp"
Wardrobe Stone (Moderate),Uncommon,"11","1,250 gp"
Dawnlight (Major),Uncommon,"11","1,300 gp"
Doubling Rings (Greater),Common,"11","1,300 gp"
Hauling (Greater),Uncommon,"11","1,300 gp"
Oathbow,Common,"11","1,300 gp"
Staff-Storing Shield (Greater),Common,"11","1,300 gp"
Arrow-Catching Shield,Common,"11","1,350 gp"
Blazons of Shared Power (Greater),Common,"11","1,350 gp"
Adamantine Weapon (Standard-Grade),Uncommon,"11","1,400 gp (+140 gp per Bulk)"
Alchemist Goggles (Greater),Common,"11","1,400 gp"
Anarchic,Common,"11","1,400 gp"
Axiomatic,Common,"11","1,400 gp"
Buzzsaw Axe,Common,"11","1,400 gp"
Darkwood Weapon (Standard-Grade),Uncommon,"11","1,400 gp (+140 gp per Bulk)"
Dragon Rune Bracelet,Uncommon,"11","1,400 gp"
Etheric Essence Disruptor (Greater),Uncommon,"11","1,400 gp"
Gloaming Shard,Common,"11","1,400 gp"
Hex Blaster,Unique,"11","1,400 gp"
Holy,Common,"11","1,400 gp"
Holy Prayer Beads (Greater),Uncommon,"11","1,400 gp"
Inubrix Weapon (Standard-Grade),Rare,"11","1,400 gp (+140 gp per Bulk)"
Magic Armor (+2 Resilient),Common,"11","1,400 gp"
Material Essence Disruptor (Greater),Uncommon,"11","1,400 gp"
Mithral Weapon (Standard-Grade),Uncommon,"11","1,400 gp (+140 gp per Bulk)"
Ochre Fulcrum Lens,Unique,"11","1,400 gp"
Redeemer's Pistol,Unique,"11","1,400 gp"
Siccatite Weapon (Standard-Grade),Rare,"11","1,400 gp (+140 gp per Bulk)"
Staff of Nature's Cunning (Greater),Common,"11","1,400 gp"
Tiger's Claw,Rare,"11","1,400 gp"
Unholy,Common,"11","1,400 gp"
Wand of Overflowing Life (4th-Level Spell),Common,"11","1,400 gp"
Wand of Spiritual Warfare (4th-Level),Uncommon,"11","1,400 gp"
Wand of the Spider (4th-Level Spell),Common,"11","1,400 gp"
Magic Wand (5th-Level Spell),Common,"11","1,500 gp"
Wand of Continuation (4th-Level Spell),Common,"11","1,500 gp"
Wand of Thundering Echoes (4th-Level),Uncommon,"11","1,500 gp"
Shadow Manse,Rare,"11","1,550 gp"
Apparatus of the Octopus,Uncommon,"11","4,000 gp"
Shark Diver,Uncommon,"11","4,200 gp"
Sea Touch Elixir (Moderate),Common,"12","300 gp"
Stone Body Mutagen (Moderate),Uncommon,"12","300 gp"
Dragonfly Potion,Uncommon,"12","310 gp"
Quickmelt Slick (Greater),Uncommon,"12","310 gp"
Vermin Repellent Agent (Greater),Uncommon,"12","315 gp"
Bleeding Spines Snare,Common,"12","320 gp"
Chameleon Suit (Major),Uncommon,"12","320 gp"
Fade Band,Common,"12","320 gp"
Potion of Tongues,Uncommon,"12","320 gp"
Salamander Elixir (Moderate),Common,"12","320 gp"
Scything Blade Snare,Common,"12","320 gp"
Stunning Snare,Common,"12","320 gp"
Winter Wolf Elixir (Moderate),Common,"12","320 gp"
Focus Cathartic (Greater),Common,"12","325 gp"
Mage Bane,Uncommon,"12","325 gp"
Salve of Antiparalysis (Greater),Common,"12","325 gp"
Sinew-Shock Serum (Greater),Common,"12","325 gp"
Slumber Wine,Common,"12","325 gp"
Spell-Eating Pitch,Uncommon,"12","325 gp"
Stonethroat Ammunition,Uncommon,"12","325 gp"
Universal Solvent (Greater),Common,"12","325 gp"
Oil of Animation,Uncommon,"12","330 gp"
Banquet of Hungry Ghost,Common,"12","350 gp"
Blackfinger Blight,Rare,"12","350 gp"
Crystal Shards (Greater),Common,"12","350 gp"
Dazzling Rosary (Greater),Common,"12","350 gp"
Fire and Iceberg (greater),Uncommon,"12","350 gp"
Incense of Distilled Death,Common,"12","350 gp"
Phoenix Flask,Common,"12","350 gp"
Thrice-Fried Mudwings,Uncommon,"12","350 gp"
Bottled Sunlight (Greater),Common,"12","360 gp"
Exsanguinating Ammunition (Major),Common,"12","360 gp"
Applereed Mutagen (Moderate),Rare,"12","400 gp"
Balisse Feather,Common,"12","400 gp"
Dragon's Breath Potion (Adult),Common,"12","400 gp"
Explosive Mine (Greater),Uncommon,"12","400 gp"
Eye of Apprehension,Common,"12","400 gp"
Healing Potion (Greater),Common,"12","400 gp"
Iron Equalizer,Common,"12","400 gp"
Meteor Shot (Greater),Uncommon,"12","400 gp"
Oil of Unlife (Greater),Common,"12","400 gp"
Penetrating Ammunition,Common,"12","400 gp"
Plasma Hype,Rare,"12","400 gp"
Potion of Retaliation (Greater),Common,"12","400 gp"
Shrieking Skull,Common,"12","400 gp"
Vaccine (Greater),Rare,"12","400 gp"
Striking (Greater),Common,"12","1,065 gp"
Grisantian Hide Object (Standard-Grade),Rare,"12","1,200 gp (per Bulk)"
Adamantine Armor (Standard-Grade),Uncommon,"12","1,600 gp (+160 gp per Bulk)"
Darkwood Armor (Standard-Grade),Uncommon,"12","1,600 gp (+160 gp per Bulk)"
Dragonhide Armor (Standard-Grade),Uncommon,"12","1,600 gp (+160 gp per Bulk)"
Lich Soul Cage,Rare,"12","1,600 gp"
Mithral Armor (Standard-Grade),Uncommon,"12","1,600 gp (+160 gp per Bulk)"
Noqual Armor (Standard-Grade),Rare,"12","1,600 gp (+160 gp per Bulk)"
Noqual Weapon (Standard-Grade),Rare,"12","1,600 gp (+160 gp per Bulk)"
Siccatite Armor (Standard-Grade),Rare,"12","1,600 gp (+160 gp per Bulk)"
Soul Cage,Rare,"12","1,600 gp"
Sovereign Steel Weapon (Standard-Grade),Rare,"12","1,600 gp (+160 gp per Buk)"
Alluring Scarf (Greater),Uncommon,"12","1,650 gp"
Energy-Resistant (Greater),Common,"12","1,650 gp"
Jawbreaker Shield,Uncommon,"12","1,650 gp"
Spirit-Singer (Incredible Handheld),Rare,"12","1,650 gp"
Four-Ways Dogslicer,Uncommon,"12","1,700 gp"
Queasy Lantern (Moderate),Uncommon,"12","1,700 gp"
Rune of Sin,Uncommon,"12","1,700 gp"
Tidal Fishhook,Rare,"12","1,700 gp"
Cloak of Elvenkind (Greater),Common,"12","1,750 gp"
Cordelia's Construct Key (Greater),Uncommon,"12","1,750 gp"
Exploration Lens (Investigating),Uncommon,"12","1,750 gp"
Five-Feather Wreath (Major),Common,"12","1,750 gp"
Flaming Star (Major),Common,"12","1,750 gp"
Hummingbird Wayfinder,Uncommon,"12","1,750 gp"
Quick Runner's Shirt (Greater),Uncommon,"12","1,750 gp"
Ring of Climbing,Common,"12","1,750 gp"
Ring of Swimming,Common,"12","1,750 gp"
Staff of the Desert Winds (Greater),Common,"12","1,750 gp"
Verdant Staff (Greater),Common,"12","1,750 gp"
Codex of Unimpeded Sight (Greater),Common,"12","1,800 gp"
Djezet Armor (Standard-Grade),Rare,"12","1,800 gp (+180 gp per Bulk)"
Djezet Weapon (Standard-Grade),Rare,"12","1,800 gp (+180 gp per Bulk)"
Dread (Moderate),Uncommon,"12","1,800 gp"
Grisantian Pelt Armor (Standard-Grade),Rare,"12","1,800 gp (+180 gp per Bulk)"
Hat of Many Minds,Common,"12","1,800 gp"
Marvelous Medicines,Common,"12","1,800 gp"
Mentalist's Staff (Major),Common,"12","1,800 gp"
Perfect Droplet (Major),Common,"12","1,800 gp"
Reading Ring (Greater),Common,"12","1,800 gp"
Ring of Stoneshifting,Uncommon,"12","1,800 gp"
Ringmaster's Staff (Greater),Uncommon,"12","1,800 gp"
Spider Chair,Uncommon,"12","1,800 gp"
Staff of Fire (Major),Common,"12","1,800 gp"
Staff of Healing (Major),Common,"12","1,800 gp"
Staff of Impossible Visions (Greater),Uncommon,"12","1,800 gp"
Stampede Medallion,Common,"12","1,800 gp"
Wind-up Wings (Homing),Rare,"12","1,800 gp"
Cloak of the False Foe,Common,"12","1,850 gp"
Staff of the Black Desert,Uncommon,"12","1,850 gp"
Violet Ray,Rare,"12","1,893 gp"
Aeon Stone (Pink Rhomboid),Uncommon,"12","1,900 gp"
Animal Staff (Major),Common,"12","1,900 gp"
Broom of Flying,Common,"12","1,900 gp"
Bullhook (Greater),Uncommon,"12","1,900 gp"
Goz Mask (Major),Uncommon,"12","1,900 gp"
Nosoi Charm,Rare,"12","1,900 gp"
Rampart Shield,Uncommon,"12","1,900 gp"
Trinity Geode (Major),Common,"12","1,900 gp"
Abysium Armor (Standard-Grade),Rare,"12","2,000 gp (+200 gp per Bulk)"
Abysium Weapon (Standard-Grade),Rare,"12","2,000 gp (+200 gp per Bulk)"
Aeon Stone (Black Pearl),Uncommon,"12","2,000 gp"
Berserker's Cloak,Common,"12","2,000 gp"
Brilliant,Common,"12","2,000 gp"
Crown of the Fire Eater (Greater),Uncommon,"12","2,000 gp"
Dragon's Breath (5th-Level Spell),Uncommon,"12","2,000 gp"
Ebon Fulcrum Lens,Unique,"12","2,000 gp"
Fearsome (Greater),Common,"12","2,000 gp"
Fortification,Common,"12","2,000 gp"
Grim Sandglass (Major),Common,"12","2,000 gp"
Handwraps of Mighty Blows (+2 Greater Striking),Common,"12","2,000 gp"
Lucky Draw Bandolier (Greater),Uncommon,"12","2,000 gp"
Magic Weapon (+2 Greater Striking),Common,"12","2,000 gp"
Mammoth Bow,Unique,"12","2,000 gp"
Old Tillimaquin,Unique,"12","2,000 gp"
Peachwood Weapon (Standard-Grade),Uncommon,"12","2,000 gp (+200 gp per Bulk)"
Ring of Wizardry (Type III),Uncommon,"12","2,000 gp"
Staff of the Dreamlands (Greater),Uncommon,"12","2,000 gp"
Wand of Smoldering Fireballs (5th-Level Spell),Common,"12","2,000 gp"
Wand of Teeming Ghosts (5th-Level Spell),Uncommon,"12","2,000 gp"
Wand of Widening (5th-Level Spell),Common,"12","2,000 gp"
Warcaller's Chime of Restoration,Uncommon,"12","2,000 gp"
Airship,Rare,"12","6,000 gp"
Duchy Defender,Rare,"13","0"
Dragon's Blood Pudding (Greater),Uncommon,"13","425 gp"
Binding Coil (Greater),Common,"13","450 gp"
Deathcap Powder,Common,"13","450 gp"
Golden Branding Iron (Major),Uncommon,"13","450 gp"
Panacea,Uncommon,"13","450 gp"
Spectral Nightshade,Uncommon,"13","450 gp"
Gorgon's Breath,Uncommon,"13","475 gp"
Camp Shroud (Greater),Uncommon,"13","500 gp"
Daylight Vapor,Uncommon,"13","500 gp"
Healer's Gel (Greater),Common,"13","500 gp"
Metalmist Sphere (Greater),Uncommon,"13","500 gp"
Purple Worm Venom,Common,"13","500 gp"
Thunderbird Tuft (Major),Common,"13","500 gp"
Explosive Ammunition (Greater),Common,"13","520 gp"
Force Tiles,Common,"13","525 gp"
Mending Lattice,Uncommon,"13","525 gp"
Purple Worm Repellent,Uncommon,"13","550 gp"
Singularity Ammunition,Uncommon,"13","550 gp"
7th-Level Scroll,Common,"13","600 gp"
Ablative Armor Plating (Major),Uncommon,"13","600 gp"
Ablative Shield Plating (Major),Uncommon,"13","600 gp"
Djezet Dose,Rare,"13","600 gp"
Elixir of Life (Greater),Common,"13","600 gp"
Spellstrike Ammunition (Type VI),Common,"13","600 gp"
Time Shield Potion,Common,"13","600 gp"
Necklace of Fireballs V,Common,"13","1,600 gp"
Tentacle Cannon (Greater),Uncommon,"13","2,000 gp"
Aeon Stone (Pale Lavender Ellipsoid),Uncommon,"13","2,200 gp"
Blightburn Ward,Uncommon,"13","2,300 gp"
Bag of Holding (Type IV),Common,"13","2,400 gp"
Sovereign Steel Armor (Standard-Grade),Rare,"13","2,400 gp (+240 gp per Buk)"
Slates of Distant Letters,Common,"13","2,450 gp"
Celestial Armor,Common,"13","2,500 gp"
Demon Armor,Common,"13","2,500 gp"
Elven Chain (Standard-Grade),Uncommon,"13","2,500 gp"
Forgotten Shell,Rare,"13","2,500 gp"
Harmonic Hauberk,Uncommon,"13","2,500 gp"
Ivory Baton,Rare,"13","2,500 gp"
Skarja's Heartstone,Uncommon,"13","2,500 gp ((1,000 gp when nonmagical))"
Stanching (Major),Uncommon,"13","2,500 gp"
Winged,Common,"13","2,500 gp"
Wizard's Tower,Uncommon,"13","2,500 gp"
Wovenwood Shield (Greater),Uncommon,"13","2,550 gp"
Mail of Luck,Common,"13","2,600 gp"
Dancing,Uncommon,"13","2,700 gp"
Eye of Fortune,Common,"13","2,700 gp"
Ring of the Ram (Greater),Common,"13","2,700 gp"
Spell-Bastion,Uncommon,"13","2,700 gp"
Spell-Storing,Uncommon,"13","2,700 gp"
Wondrous Figurine (Marble Elephant),Common,"13","2,700 gp"
Dwarven Thrower,Common,"13","2,750 gp"
Homeward Wayfinder,Uncommon,"13","2,750 gp"
Horned Hand Rests (Greater),Common,"13","2,750 gp"
Invisible Chain Shirt,Common,"13","2,750 gp"
Paired (Major),Uncommon,"13","2,750 gp"
Anchor Spear,Uncommon,"13","2,800 gp"
Ankylostar,Uncommon,"13","2,800 gp"
Bloodbane (Greater),Uncommon,"13","2,800 gp"
Bomber's Saddle,Uncommon,"13","2,800 gp"
Flame Tongue,Common,"13","2,800 gp"
Noxious Jerkin,Rare,"13","2,800 gp"
Knapsack of Halflingkind (Greater),Uncommon,"13","2,850 gp"
Blade of Four Energies,Common,"13","3,000 gp"
Boots of Speed,Common,"13","3,000 gp"
Broken Tusk Pendant (Greater),Rare,"13","3,000 gp"
Communication Pendants,Rare,"13","3,000 gp"
Extending (Greater),Common,"13","3,000 gp"
Hellfire Boots,Common,"13","3,000 gp"
Horn of the Sun Aurochs,Rare,"13","3,000 gp"
Keen,Uncommon,"13","3,000 gp"
